alpha,Re,Cl,Cd,Cm,Cl_alpha
-3.6,0.95,-0.24759,0.00967,-0.0139,5.58167
-3.6,1,-0.247983,0.0096,-0.0137,5.61991
-3.6,1.2,-0.25132,0.00928,-0.0131,5.74116
-3.6,1.5,-0.254955,0.00897,-0.0126,5.88333
-3.6,1.75,-0.257509,0.00875,-0.0122,5.99842
-3.6,2,-0.259815,0.00858,-0.0119,6.10479
-3.6,2.2,-0.261378,0.00846,-0.0118,6.17579
-3.6,2.5,-0.263319,0.00832,-0.0115,6.25965
-3.4,0.2,-0.237549,0.01429,-0.0221,6.16702
-3.4,0.25,-0.230373,0.01317,-0.021,5.69684
-3.4,0.35,-0.229418,0.01191,-0.0185,5.37197
-3.4,0.45,-0.228915,0.01118,-0.017,5.47262
-3.4,0.55,-0.225846,0.01068,-0.0159,5.43103
-3.4,0.65,-0.226049,0.01032,-0.0151,5.45977
-3.4,0.8,-0.226549,0.00991,-0.0142,5.48807
-3.4,0.92,-0.227561,0.00967,-0.0137,5.55039
-3.4,0.95,-0.228138,0.0096,-0.0136,5.56449
-3.4,1,-0.228398,0.00952,-0.0135,5.60266
-3.4,1.2,-0.231303,0.00925,-0.013,5.72863
-3.4,1.5,-0.234434,0.00891,-0.0124,5.87502
-3.4,1.75,-0.236582,0.00871,-0.0121,5.99216
-3.4,2,-0.238514,0.00854,-0.0118,6.09993
-3.4,2.2,-0.239828,0.00843,-0.0117,6.1719
-3.4,2.5,-0.241474,0.00828,-0.0115,6.25662
-3.2,0.2,-0.216078,0.01383,-0.0213,6.13651
-3.2,0.25,-0.210527,0.01286,-0.0201,5.67587
-3.2,0.35,-0.210664,0.01172,-0.0179,5.37533
-3.2,0.45,-0.209815,0.01105,-0.0165,5.47219
-3.2,0.55,-0.206904,0.01058,-0.0154,5.42303
-3.2,0.65,-0.20701,0.01023,-0.0147,5.44998
-3.2,0.8,-0.207414,0.00985,-0.0139,5.47703
-3.2,0.92,-0.208208,0.0096,-0.0135,5.53909
-3.2,0.95,-0.208735,0.00955,-0.0134,5.55399
-3.2,1,-0.208862,0.00948,-0.0132,5.59162
-3.2,1.2,-0.211331,0.0092,-0.0128,5.72312
-3.2,1.5,-0.213936,0.00888,-0.0123,5.86988
-3.2,1.75,-0.215673,0.00867,-0.012,5.98795
-3.2,2,-0.217228,0.00851,-0.0117,6.09605
-3.2,2.2,-0.21829,0.00841,-0.0116,6.16831
-3.2,2.5,-0.21964,0.00825,-0.0114,6.25314
-3,0.2,-0.194699,0.01296,-0.0201,6.1144
-3,0.25,-0.190735,0.01249,-0.0193,5.66603
-3,0.35,-0.19188,0.01152,-0.0173,5.38906
-3,0.45,-0.190703,0.01091,-0.016,5.47955
-3,0.55,-0.187976,0.01049,-0.015,5.42336
-3,0.65,-0.187992,0.01015,-0.0144,5.44793
-3,0.8,-0.188304,0.00978,-0.0136,5.47342
-3,0.92,-0.188883,0.00956,-0.0132,5.53453
-3,0.95,-0.189356,0.0095,-0.0131,5.55009
-3,1,-0.189354,0.00942,-0.013,5.58676
-3,1.2,-0.191359,0.00915,-0.0126,5.7176
-3,1.5,-0.19345,0.00883,-0.0121,5.86789
-3,1.75,-0.194776,0.00865,-0.0119,5.98582
-3,2,-0.195954,0.00848,-0.0116,6.09319
-3,2.2,-0.196764,0.00837,-0.0115,6.16509
-3,2.5,-0.197819,0.00823,-0.0113,6.24932
-2.8,0.2,-0.173381,0.01157,-0.0175,6.10093
-2.8,0.25,-0.170958,0.01118,-0.0173,5.66723
-2.8,0.35,-0.17303,0.01128,-0.0167,5.41273
-2.8,0.45,-0.171552,0.01076,-0.0155,5.4945
-2.8,0.55,-0.169033,0.01037,-0.0146,5.43184
-2.8,0.65,-0.168967,0.01007,-0.014,5.45344
-2.8,0.8,-0.169194,0.00972,-0.0134,5.47706
-2.8,0.92,-0.169562,0.00949,-0.013,5.53659
-2.8,0.95,-0.16998,0.00944,-0.0129,5.55266
-2.8,1,-0.169852,0.00936,-0.0128,5.58793
-2.8,1.2,-0.171399,0.0091,-0.0124,5.71898
-2.8,1.5,-0.172967,0.00881,-0.012,5.869
-2.8,1.75,-0.173882,0.00862,-0.0117,5.98575
-2.8,2,-0.174688,0.00845,-0.0116,6.0914
-2.8,2.2,-0.175249,0.00835,-0.0114,6.16231
-2.8,2.5,-0.176012,0.0082,-0.0113,6.24527
-2.6,0.2,-0.152096,0.01114,-0.0159,6.0962
-2.6,0.25,-0.151158,0.01048,-0.0156,5.67919
-2.6,0.35,-0.154081,0.01027,-0.0152,5.44582
-2.6,0.45,-0.152291,0.010155,-0.0145,5.52016
-2.6,0.55,-0.150046,0.01024,-0.0142,5.44819
-2.6,0.65,-0.149911,0.00997,-0.0137,5.46626
-2.6,0.8,-0.150058,0.00964,-0.0131,5.48773
-2.6,0.92,-0.150223,0.00943,-0.0128,5.54504
-2.6,0.95,-0.150584,0.00939,-0.0127,5.56148
-2.6,1,-0.150336,0.00931,-0.0126,5.59498
-2.6,1.2,-0.151427,0.00906,-0.0122,5.7248
-2.6,1.5,-0.152474,0.00877,-0.0119,5.87313
-2.6,1.75,-0.152985,0.00858,-0.0116,5.98773
-2.6,2,-0.153427,0.00843,-0.0115,6.09072
-2.6,2.2,-0.153743,0.00832,-0.0113,6.16004
-2.6,2.5,-0.154219,0.00818,-0.0112,6.2411
-2.4,0.2,-0.130812,0.01088,-0.0145,6.10012
-2.4,0.25,-0.131298,0.01016,-0.0143,5.70151
-2.4,0.35,-0.135,0.00958,-0.0138,5.48772
-2.4,0.45,-0.13303,0.00955,-0.0135,5.54583
-2.4,0.55,-0.130988,0.01004,-0.0137,5.47206
-2.4,0.65,-0.130797,0.00985,-0.0133,5.4861
-2.4,0.8,-0.130874,0.00956,-0.0128,5.50513
-2.4,0.92,-0.130843,0.00937,-0.0125,5.55965
-2.4,0.95,-0.131147,0.00933,-0.0125,5.57631
-2.4,1,-0.130785,0.00926,-0.0124,5.60767
-2.4,1.2,-0.131428,0.00902,-0.0121,5.7349
-2.4,1.5,-0.131961,0.00874,-0.0118,5.88019
-2.4,1.75,-0.132078,0.00856,-0.0116,5.99171
-2.4,2,-0.132166,0.0084,-0.0114,6.09117
-2.4,2.2,-0.132243,0.0083,-0.0113,6.15835
-2.4,2.5,-0.132441,0.00817,-0.0111,6.23693
-2.2,0.2,-0.109499,0.01071,-0.0134,6.1125
-2.2,0.25,-0.111342,0.00996,-0.0132,5.73366
-2.2,0.35,-0.11576,0.00928,-0.0128,5.53775
-2.2,0.45,-0.113611,0.00902,-0.0125,5.5814
-2.2,0.55,-0.111835,0.009,-0.0123,5.50302
-2.2,0.65,-0.111603,0.00955,-0.0128,5.51259
-2.2,0.8,-0.111618,0.00945,-0.0125,5.52891
-2.2,0.92,-0.111402,0.0093,-0.0123,5.5801
-2.2,0.95,-0.111647,0.00925,-0.0122,5.59684
-2.2,1,-0.111181,0.00919,-0.0122,5.62574
-2.2,1.2,-0.111385,0.00897,-0.0119,5.74908
-2.2,1.5,-0.111419,0.0087,-0.0116,5.89006
-2.2,1.75,-0.111153,0.00854,-0.0114,5.99766
-2.2,2,-0.110901,0.00838,-0.0113,6.09278
-2.2,2.2,-0.110748,0.00829,-0.0112,6.1573
-2.2,2.5,-0.110677,0.00815,-0.0111,6.23286
-2,0.2,-0.0881291,0.01059,-0.0123,6.13298
-2,0.25,-0.0912586,0.00982,-0.0122,5.77499
-2,0.35,-0.096331,0.00908,-0.0119,5.59516
-2,0.45,-0.0940576,0.00876,-0.0117,5.62295
-2,0.55,-0.0925624,0.0086,-0.0115,5.54061
-2,0.65,-0.092305,0.00856,-0.0114,5.5453
-2,0.8,-0.0922682,0.00895,-0.0118,5.55868
-2,0.92,-0.0918801,0.00915,-0.012,5.60605
-2,0.95,-0.092067,0.00912,-0.0119,5.62274
-2,1,-0.0915044,0.00908,-0.0119,5.64887
-2,1.2,-0.0912869,0.0089,-0.0117,5.76712
-2,1.5,-0.0908376,0.00867,-0.0115,5.9026
-2,1.75,-0.0902038,0.0085,-0.0113,6.00549
-2,2,-0.0896287,0.00836,-0.0112,6.09556
-2,2.2,-0.0892562,0.00827,-0.0111,6.15697
-2,2.5,-0.0889267,0.00813,-0.011,6.22902
-1.8,0.2,-0.066674,0.0105,-0.0113,6.16112
-1.8,0.25,-0.0710155,0.00973,-0.0113,5.82478
-1.8,0.35,-0.0766903,0.00895,-0.0111,5.65915
-1.8,0.45,-0.0743493,0.00858,-0.011,5.66994
-1.8,0.55,-0.0731475,0.00839,-0.0108,5.58428
-1.8,0.65,-0.0728827,0.00827,-0.0108,5.58377
-1.8,0.8,-0.0728047,0.00822,-0.0107,5.59399
-1.8,0.92,-0.0722585,0.00826,-0.0108,5.63709
-1.8,0.95,-0.0723874,0.00828,-0.0108,5.65361
-1.8,1,-0.0717388,0.00834,-0.0109,5.67673
-1.8,1.2,-0.071119,0.00878,-0.0115,5.78878
-1.8,1.5,-0.070208,0.00861,-0.0113,5.91767
-1.8,1.75,-0.0692243,0.00846,-0.0112,6.01515
-1.8,2,-0.0683447,0.00833,-0.0111,6.09951
-1.8,2.2,-0.0677638,0.00824,-0.011,6.1574
-1.8,2.5,-0.0671895,0.00811,-0.0109,6.2255
-1.6,0.2,-0.0451082,0.01045,-0.0103,6.19634
-1.6,0.25,-0.0505851,0.00966,-0.0104,5.88219
-1.6,0.35,-0.056816,0.00886,-0.0104,5.72888
-1.6,0.45,-0.0544683,0.00847,-0.0103,5.72179
-1.6,0.55,-0.0535703,0.00824,-0.0103,5.63348
-1.6,0.65,-0.0533168,0.0081,-0.0102,5.62749
-1.6,0.8,-0.0532089,0.00798,-0.0102,5.63437
-1.6,0.92,-0.0525203,0.00794,-0.0102,5.67282
-1.6,0.95,-0.0525921,0.00793,-0.0102,5.68904
-1.6,1,-0.0518683,0.00793,-0.0103,5.70894
-1.6,1.2,-0.0508697,0.00799,-0.0104,5.81378
-1.6,1.5,-0.0495217,0.0085,-0.0111,5.93509
-1.6,1.75,-0.0482081,0.0084,-0.0111,6.02654
-1.6,2,-0.0470448,0.00828,-0.011,6.10464
-1.6,2.2,-0.0462685,0.0082,-0.0109,6.15864
-1.6,2.5,-0.045464,0.00809,-0.0109,6.22242
-1.4,0.2,-0.0234079,0.01042,-0.0094,6.238
-1.4,0.25,-0.0299423,0.00961,-0.0095,5.94634
-1.4,0.35,-0.0366896,0.00879,-0.0096,5.80347
-1.4,0.45,-0.0343987,0.00838,-0.0097,5.7779
-1.4,0.55,-0.0338126,0.00813,-0.0097,5.6876
-1.4,0.65,-0.0335899,0.00797,-0.0097,5.67593
-1.4,0.8,-0.0334641,0.00783,-0.0098,5.67931
-1.4,0.92,-0.0326499,0.00775,-0.0098,5.71278
-1.4,0.95,-0.0326657,0.00774,-0.0098,5.72859
-1.4,1,-0.0318783,0.00772,-0.0098,5.7451
-1.4,1.2,-0.0305277,0.00769,-0.0099,5.84183
-1.4,1.5,-0.0287708,0.00774,-0.0101,5.95469
-1.4,1.75,-0.0271492,0.00822,-0.0108,6.03958
-1.4,2,-0.0257249,0.00821,-0.0108,6.11093
-1.4,2.2,-0.0247674,0.00816,-0.0108,6.16073
-1.4,2.5,-0.0237483,0.00806,-0.0108,6.21987
-1.2,0.2,-0.00155208,0.01042,-0.0084,6.28536
-1.2,0.25,-0.00906512,0.00959,-0.0087,6.01626
-1.2,0.35,-0.0162955,0.00875,-0.0089,5.88204
-1.2,0.45,-0.0141267,0.00832,-0.0091,5.83765
-1.2,0.55,-0.0138584,0.00806,-0.0092,5.74599
-1.2,0.65,-0.0136866,0.00789,-0.0093,5.7285
-1.2,0.8,-0.0135552,0.00772,-0.0094,5.72828
-1.2,0.92,-0.0126332,0.00763,-0.0095,5.7565
-1.2,0.95,-0.0125947,0.00762,-0.0095,5.7718
-1.2,1,-0.0117558,0.00759,-0.0095,5.78478
-1.2,1.2,-0.0100828,0.00751,-0.0096,5.87263
-1.2,1.5,-0.00794786,0.00747,-0.0097,5.97627
-1.2,1.75,-0.00604206,0.00749,-0.0098,6.05415
-1.2,2,-0.00438111,0.00757,-0.01,6.11836
-1.2,2.2,-0.00325741,0.00799,-0.0106,6.16372
-1.2,2.5,-0.00204034,0.00799,-0.0106,6.21796
-1,0.2,0.0204779,0.01045,-0.0075,6.33763
-1,0.25,0.0120648,0.00959,-0.0078,6.09098
-1,0.35,0.0043784,0.00873,-0.0082,5.96368
-1,0.45,0.00635928,0.00828,-0.0085,5.90038
-1,0.55,0.00630615,0.00801,-0.0088,5.80799
-1,0.65,0.00640672,0.00783,-0.0089,5.78464
-1,0.8,0.00653093,0.00765,-0.009,5.78073
-1,0.92,0.00754193,0.00754,-0.0091,5.8035
-1,0.95,0.0076328,0.00752,-0.0091,5.81819
-1,1,0.00851067,0.00749,-0.0092,5.82755
-1,1.2,0.0104738,0.0074,-0.0093,5.90587
-1,1.5,0.0129536,0.00733,-0.0094,5.99965
-1,1.75,0.0151184,0.00729,-0.0095,6.07014
-1,2,0.0169906,0.00729,-0.0096,6.12693
-1,2.2,0.0182646,0.00731,-0.0097,6.16764
-1,2.5,0.0196621,0.00736,-0.0098,6.21677
-0.8,0.2,0.0426977,0.0105,-0.0066,6.39396
-0.8,0.25,0.0334623,0.00962,-0.007,6.16946
-0.8,0.35,0.0253413,0.00872,-0.0076,6.04746
-0.8,0.45,0.0270685,0.00826,-0.008,5.96544
-0.8,0.55,0.0266925,0.00797,-0.0083,5.87295
-0.8,0.65,0.0267013,0.00778,-0.0085,5.84373
-0.8,0.8,0.0268054,0.00759,-0.0087,5.8361
-0.8,0.92,0.0278861,0.00748,-0.0088,5.85327
-0.8,0.95,0.0280271,0.00746,-0.0089,5.86728
-0.8,1,0.0289312,0.00742,-0.0089,5.87297
-0.8,1.2,0.0311503,0.00732,-0.009,5.94121
-0.8,1.5,0.0339395,0.00724,-0.0092,6.02461
-0.8,1.75,0.0363371,0.00719,-0.0093,6.08745
-0.8,2,0.0383942,0.00715,-0.0093,6.13659
-0.8,2.2,0.039802,0.00714,-0.0094,6.17251
-0.8,2.5,0.0413618,0.00713,-0.0095,6.21638
-0.6,0.2,0.0651199,0.01059,-0.0055,6.45347
-0.6,0.25,0.0551389,0.00966,-0.0062,6.25067
-0.6,0.35,0.0465991,0.00872,-0.0069,6.1325
-0.6,0.45,0.0480079,0.00825,-0.0074,6.03217
-0.6,0.55,0.0473097,0.00796,-0.0078,5.94018
-0.6,0.65,0.0472064,0.00776,-0.0081,5.90517
-0.6,0.8,0.0472773,0.00755,-0.0084,5.89382
-0.6,0.92,0.0484081,0.00743,-0.0085,5.90531
-0.6,0.95,0.0485967,0.00742,-0.0086,5.91856
-0.6,1,0.0495143,0.00738,-0.0086,5.92057
-0.6,1.2,0.0519534,0.00727,-0.0088,5.97834
-0.6,1.5,0.0550149,0.00715,-0.0089,6.05096
-0.6,1.75,0.0576182,0.00709,-0.009,6.10593
-0.6,2,0.0598333,0.00706,-0.0091,6.1473
-0.6,2.2,0.061358,0.00704,-0.0092,6.17834
-0.6,2.5,0.0630633,0.00703,-0.0093,6.21733
-0.4,0.2,0.087754,0.01071,-0.0046,6.51523
-0.4,0.25,0.0771021,0.00972,-0.0053,6.33354
-0.4,0.35,0.0681546,0.00874,-0.0063,6.21789
-0.4,0.45,0.0691821,0.00825,-0.0069,6.09991
-0.4,0.55,0.0681646,0.00795,-0.0073,6.00899
-0.4,0.65,0.0679292,0.00774,-0.0077,5.96836
-0.4,0.8,0.067954,0.00753,-0.0081,5.95332
-0.4,0.92,0.069115,0.00741,-0.0083,5.95911
-0.4,0.95,0.0693484,0.0074,-0.0083,5.97153
-0.4,1,0.0702666,0.00735,-0.0084,5.9699
-0.4,1.2,0.0728887,0.00723,-0.0086,6.01692
-0.4,1.5,0.0761844,0.00711,-0.0087,6.07846
-0.4,1.75,0.0789657,0.00703,-0.0089,6.12548
-0.4,2,0.0813116,0.00699,-0.009,6.15903
-0.4,2.2,0.082936,0.00696,-0.009,6.18514
-0.4,2.5,0.0847648,0.00693,-0.0091,6.21828
-0.2,0.2,0.110606,0.01082,-0.0038,6.57833
-0.2,0.25,0.0993561,0.00981,-0.0044,6.41704
-0.2,0.35,0.0900076,0.00878,-0.0056,6.30276
-0.2,0.45,0.0905937,0.00827,-0.0063,6.168
-0.2,0.55,0.0892614,0.00796,-0.0069,6.07871
-0.2,0.65,0.0888747,0.00774,-0.0073,6.03268
-0.2,0.8,0.0888407,0.00752,-0.0077,6.01403
-0.2,0.92,0.090012,0.00741,-0.008,6.01416
-0.2,0.95,0.0902872,0.00738,-0.008,6.02572
-0.2,1,0.0911935,0.00734,-0.0081,6.02051
-0.2,1.2,0.0939607,0.00721,-0.0084,6.05661
-0.2,1.5,0.0974517,0.00708,-0.0086,6.10692
-0.2,1.75,0.100383,0.007,-0.0087,6.14595
-0.2,2,0.102833,0.00695,-0.0088,6.17172
-0.2,2.2,0.10454,0.00691,-0.0089,6.19292
-0.2,2.5,0.106475,0.00687,-0.009,6.2207
0,0.2,0.13368,0.01095,-0.0033,6.64181
0,0.25,0.121901,0.00991,-0.0036,6.50012
0,0.35,0.112299,0.00884,-0.0049,6.38517
0,0.45,0.112243,0.00829,-0.0058,6.23582
0,0.55,0.110602,0.00796,-0.0064,6.14868
0,0.65,0.110046,0.00775,-0.0069,6.09754
0,0.8,0.109941,0.00752,-0.0074,6.0754
0,0.92,0.111103,0.0074,-0.0077,6.06997
0,0.95,0.111417,0.00737,-0.0078,6.08061
0,1,0.112299,0.00732,-0.0079,6.07194
0,1.2,0.115173,0.00719,-0.0081,6.09709
0,1.5,0.11882,0.00706,-0.0084,6.13612
0,1.75,0.121873,0.00698,-0.0086,6.16721
0,2,0.124399,0.00691,-0.0087,6.18532
0,2.2,0.126172,0.00688,-0.0088,6.20166
0,2.5,0.128195,0.00683,-0.0089,6.22415
0.2,0.2,0.156974,0.01108,-0.0029,6.70476
0.2,0.25,0.144874,0.010025,-0.00305,6.58059
0.2,0.35,0.13459,0.0089,-0.0042,6.46757
0.2,0.45,0.134127,0.00832,-0.0052,6.30272
0.2,0.55,0.132187,0.00799,-0.006,6.21825
0.2,0.65,0.131444,0.00777,-0.0065,6.16235
0.2,0.8,0.131255,0.00753,-0.0071,6.13688
0.2,0.92,0.132389,0.0074,-0.0074,6.12605
0.2,0.95,0.132834,0.007375,-0.0075,6.13564
0.2,1,0.133584,0.00732,-0.0076,6.12375
0.2,1.2,0.136527,0.00719,-0.0079,6.13803
0.2,1.5,0.140291,0.00706,-0.0082,6.16585
0.2,1.75,0.143439,0.00696,-0.0084,6.18913
0.2,2,0.146015,0.00689,-0.0086,6.19977
0.2,2.2,0.147836,0.00685,-0.0086,6.21135
0.2,2.5,0.149929,0.00679,-0.0088,6.22866
0.4,0.2,0.180486,0.01122,-0.0025,6.76626
0.4,0.25,0.167848,0.01014,-0.0025,6.66107
0.4,0.35,0.157303,0.00898,-0.0036,6.54593
0.4,0.45,0.156242,0.00838,-0.0046,6.36813
0.4,0.55,0.154013,0.00802,-0.0054,6.28678
0.4,0.65,0.153066,0.00779,-0.0061,6.22654
0.4,0.8,0.152784,0.00754,-0.0067,6.19795
0.4,0.92,0.15387,0.00742,-0.0071,6.18193
0.4,0.95,0.154252,0.00738,-0.0072,6.19066
0.4,1,0.15505,0.00734,-0.0073,6.17551
0.4,1.2,0.158096,0.007195,-0.0077,6.17904
0.4,1.5,0.161866,0.00705,-0.0081,6.1959
0.4,1.75,0.165082,0.00695,-0.0083,6.21156
0.4,2,0.167683,0.00688,-0.0084,6.21498
0.4,2.2,0.169536,0.00683,-0.0086,6.22197
0.4,2.5,0.17168,0.00677,-0.0087,6.23426
0.6,0.2,0.204209,0.01138,-0.0023,6.82541
0.6,0.25,0.191233,0.01028,-0.0021,6.73701
0.6,0.35,0.180284,0.00908,-0.0031,6.62061
0.6,0.45,0.178582,0.00845,-0.0041,6.43146
0.6,0.55,0.176075,0.00806,-0.0049,6.35369
0.6,0.65,0.174912,0.00781,-0.0056,6.28957
0.6,0.8,0.174524,0.00756,-0.0064,6.25808
0.6,0.92,0.175546,0.00743,-0.0068,6.23714
0.6,0.95,0.175956,0.0074,-0.0069,6.2449
0.6,1,0.176697,0.00735,-0.007,6.22681
0.6,1.2,0.179665,0.0072,-0.0075,6.22005
0.6,1.5,0.183546,0.00705,-0.0079,6.22607
0.6,1.75,0.186804,0.00695,-0.0082,6.23438
0.6,2,0.189405,0.00688,-0.0083,6.23091
0.6,2.2,0.191275,0.00682,-0.0085,6.23347
0.6,2.5,0.193453,0.00674,-0.0086,6.24095
0.8,0.2,0.228133,0.01154,-0.002,6.88136
0.8,0.25,0.214876,0.01043,-0.0018,6.80875
0.8,0.35,0.203519,0.00919,-0.0027,6.69091
0.8,0.45,0.201139,0.00855,-0.0037,6.49217
0.8,0.55,0.198367,0.00813,-0.0045,6.41838
0.8,0.65,0.196974,0.00786,-0.0052,6.35093
0.8,0.8,0.196472,0.00759,-0.0059,6.31681
0.8,0.92,0.197412,0.00744,-0.0064,6.29126
0.8,0.95,0.197848,0.00741,-0.0066,6.29804
0.8,1,0.198521,0.00736,-0.0067,6.27724
0.8,1.2,0.201448,0.00721,-0.0072,6.26052
0.8,1.5,0.205332,0.00705,-0.0078,6.25616
0.8,1.75,0.208607,0.00695,-0.008,6.25744
0.8,2,0.211184,0.00686,-0.0082,6.24745
0.8,2.2,0.213055,0.0068,-0.0084,6.24583
0.8,2.5,0.215251,0.00674,-0.0085,6.24873
1,0.2,0.252245,0.01172,-0.0019,6.93329
1,0.25,0.238761,0.01059,-0.0015,6.87545
1,0.35,0.22699,0.00932,-0.0022,6.75621
1,0.45,0.223903,0.00864,-0.0033,6.54975
1,0.55,0.220881,0.00822,-0.0042,6.48034
1,0.65,0.219247,0.00793,-0.0049,6.41011
1,0.8,0.218621,0.00764,-0.0056,6.37366
1,0.92,0.219465,0.00747,-0.0061,6.34387
1,0.95,0.219923,0.00743,-0.0062,6.34967
1,1,0.220519,0.00737,-0.0064,6.32643
1,1.2,0.223371,0.00721,-0.0069,6.30025
1,1.5,0.227222,0.00704,-0.0075,6.28598
1,1.75,0.23049,0.00694,-0.0079,6.28061
1,2,0.233021,0.00685,-0.0081,6.26454
1,2.2,0.23488,0.0068,-0.0083,6.25898
1,2.5,0.237079,0.00671,-0.0085,6.25759
1.2,0.2,0.276531,0.01192,-0.0024,6.98044
1.2,0.25,0.262869,0.01075,-0.0012,6.93634
1.2,0.35,0.25068,0.00945,-0.0018,6.81594
1.2,0.45,0.246861,0.00875,-0.0029,6.60374
1.2,0.55,0.243704,0.00832,-0.00385,6.53718
1.2,0.65,0.241722,0.00802,-0.0046,6.46666
1.2,0.8,0.240966,0.00771,-0.0054,6.42822
1.2,0.92,0.241699,0.00753,-0.0059,6.39458
1.2,0.95,0.242175,0.00749,-0.006,6.39943
1.2,1,0.242686,0.00742,-0.0061,6.37402
1.2,1.2,0.245431,0.00724,-0.0067,6.33897
1.2,1.5,0.249216,0.00703,-0.0073,6.31535
1.2,1.75,0.252454,0.00692,-0.0077,6.30375
1.2,2,0.254919,0.00684,-0.008,6.28209
1.2,2.2,0.256752,0.00678,-0.0082,6.27287
1.2,2.5,0.258939,0.0067,-0.0084,6.26749
1.4,0.2,0.300972,0.01212,-0.0027,7.0221
1.4,0.25,0.287178,0.01093,-0.001,6.99073
1.4,0.35,0.274567,0.00959,-0.0014,6.86959
1.4,0.45,0.270001,0.00887,-0.0026,6.65369
1.4,0.55,0.266527,0.00842,-0.0035,6.59403
1.4,0.65,0.264389,0.0081,-0.0043,6.52016
1.4,0.8,0.263584,0.007785,-0.00515,6.47856
1.4,0.92,0.264188,0.0076,-0.0057,6.44175
1.4,0.95,0.264597,0.00755,-0.0058,6.44696
1.4,1,0.265016,0.00748,-0.006,6.41967
1.4,1.2,0.267624,0.00729,-0.0066,6.37643
1.4,1.5,0.27136,0.007065,-0.0072,6.34369
1.4,1.75,0.274498,0.00692,-0.0075,6.32674
1.4,2,0.276879,0.00681,-0.0078,6.29999
1.4,2.2,0.278674,0.00676,-0.008,6.28744
1.4,2.5,0.280835,0.00667,-0.0083,6.2784
1.6,0.2,0.325547,0.01233,-0.0029,7.0576
1.6,0.25,0.311665,0.01113,-0.001,7.03798
1.6,0.35,0.298631,0.00975,-0.0011,6.9167
1.6,0.45,0.293307,0.00899,-0.0022,6.69923
1.6,0.55,0.289635,0.00853,-0.0032,6.64489
1.6,0.65,0.287237,0.0082,-0.004,6.57021
1.6,0.8,0.286202,0.00786,-0.0049,6.5289
1.6,0.92,0.286677,0.00767,-0.0055,6.48891
1.6,0.95,0.28718,0.00763,-0.0056,6.49193
1.6,1,0.287501,0.00755,-0.0058,6.4631
1.6,1.2,0.289945,0.00734,-0.0064,6.4124
1.6,1.5,0.293505,0.0071,-0.0071,6.37202
1.6,1.75,0.296622,0.00695,-0.0075,6.34944
1.6,2,0.298901,0.00683,-0.0077,6.31817
1.6,2.2,0.300647,0.00675,-0.0079,6.30261
1.6,2.5,0.302771,0.00665,-0.0082,6.29026
1.8,0.2,0.350235,0.01256,-0.0042,7.08637
1.8,0.25,0.336304,0.01134,-0.0014,7.07755
1.8,0.35,0.322847,0.00991,-0.0008,6.95689
1.8,0.45,0.316765,0.00913,-0.0018,6.73999
1.8,0.55,0.312912,0.00864,-0.0029,6.69124
1.8,0.65,0.310331,0.0083,-0.0037,6.61441
1.8,0.8,0.309072,0.00794,-0.0047,6.57433
1.8,0.92,0.309403,0.00773,-0.0053,6.5319
1.8,0.95,0.309916,0.00769,-0.0054,6.53405
1.8,1,0.310134,0.00762,-0.0056,6.504
1.8,1.2,0.312389,0.00739,-0.0063,6.44665
1.8,1.5,0.315795,0.00715,-0.007,6.39901
1.8,1.75,0.318825,0.007,-0.0074,6.37174
1.8,2,0.320988,0.00687,-0.0077,6.33651
1.8,2.2,0.322675,0.00679,-0.0079,6.3183
1.8,2.5,0.324751,0.00667,-0.0082,6.30302
2,0.2,0.375011,0.01278,-0.0051,7.10788
2,0.25,0.361066,0.01154,-0.0017,7.10897
2,0.35,0.347191,0.01009,-0.0006,6.98983
2,0.45,0.340355,0.00927,-0.0015,6.77568
2,0.55,0.336343,0.00876,-0.0025,6.73274
2,0.65,0.333424,0.0084,-0.0034,6.65861
2,0.8,0.332095,0.00802,-0.0045,6.61608
2,0.92,0.332274,0.00781,-0.0051,6.57174
2,0.95,0.332793,0.00776,-0.0052,6.57307
2,1,0.332904,0.00769,-0.0054,6.54213
2,1.2,0.334949,0.00745,-0.0062,6.479
2,1.5,0.338221,0.007195,-0.0069,6.42427
2,1.75,0.341105,0.00703,-0.0074,6.3935
2,2,0.343139,0.00691,-0.0077,6.35493
2,2.2,0.344758,0.00681,-0.0079,6.33443
2,2.5,0.346776,0.00671,-0.0082,6.31659
2.2,0.2,0.399848,0.01301,-0.0064,7.1217
2.2,0.25,0.385924,0.01176,-0.0022,7.13184
2.2,0.35,0.371636,0.01026,-0.0004,7.01526
2.2,0.45,0.364062,0.00942,-0.0012,6.80603
2.2,0.55,0.359968,0.00889,-0.0022,6.76643
2.2,0.65,0.356734,0.00852,-0.0031,6.69638
2.2,0.8,0.355256,0.00811,-0.0042,6.65391
2.2,0.92,0.355279,0.00789,-0.0049,6.60819
2.2,0.95,0.355801,0.00783,-0.005,6.60875
2.2,1,0.355803,0.00775,-0.0053,6.57727
2.2,1.2,0.357618,0.00751,-0.006,6.50925
2.2,1.5,0.360648,0.00724,-0.0068,6.44954
2.2,1.75,0.363459,0.00708,-0.0073,6.41461
2.2,2,0.365354,0.00694,-0.0077,6.37331
2.2,2.2,0.366898,0.00685,-0.0079,6.3509
2.2,2.5,0.36885,0.00673,-0.0082,6.33089
