alpha,Re,Cl,Cd,Cm,Cl_alpha
-1,2.2,0.0182748,0.00859,-0.0104,6.30883
-1,2.4,0.0188838,0.008495,-0.0104,6.32818
-0.8,0.2,0.0287549,0.01076,-0.007,6.13097
-0.8,0.4,0.0277374,0.00919,-0.0082,5.82935
-0.8,0.5,0.0271817,0.00888,-0.0085,5.82866
-0.8,0.6,0.0284518,0.00868,-0.0087,5.85422
-0.8,0.8,0.0302961,0.00843,-0.009,5.94191
-0.8,1,0.0323614,0.00827,-0.0091,6.03394
-0.8,1.2,0.0344314,0.00819,-0.0092,6.10063
-0.8,1.4,0.035858,0.00815,-0.0094,6.16671
-0.8,1.6,0.0362225,0.00815,-0.0095,6.22687
-0.8,1.8,0.0379841,0.00823,-0.0098,6.25973
-0.8,2,0.0397934,0.00858,-0.0103,6.28309
-0.8,2.2,0.0403031,0.00852,-0.0103,6.31245
-0.8,2.4,0.0409734,0.00846,-0.0103,6.32993
-0.6,0.2,0.0502982,0.01079,-0.0061,6.21248
-0.6,0.4,0.0481855,0.00916,-0.0077,5.88684
-0.6,0.5,0.0476205,0.00884,-0.0081,5.88219
-0.6,0.6,0.0489726,0.00863,-0.0083,5.90359
-0.6,0.8,0.0511059,0.00835,-0.0087,5.9814
-0.6,1,0.0534785,0.00819,-0.0089,6.06534
-0.6,1.2,0.0557687,0.00808,-0.009,6.12476
-0.6,1.4,0.0574167,0.008,-0.0091,6.18555
-0.6,1.6,0.0579851,0.00795,-0.0092,6.24213
-0.6,1.8,0.0598526,0.00793,-0.0093,6.26993
-0.6,2,0.061735,0.00793,-0.0094,6.28853
-0.6,2.2,0.062344,0.00793,-0.0095,6.316
-0.6,2.4,0.063072,0.00833,-0.0101,6.33164
-0.4,0.2,0.072126,0.01084,-0.0052,6.29384
-0.4,0.4,0.0688369,0.00914,-0.0072,5.94576
-0.4,0.5,0.0682486,0.00881,-0.0076,5.93705
-0.4,0.6,0.0696679,0.00859,-0.008,5.95411
-0.4,0.8,0.072055,0.0083,-0.0084,6.0216
-0.4,1,0.0747058,0.00812,-0.0086,6.09703
-0.4,1.2,0.0771905,0.008,-0.0088,6.14905
-0.4,1.4,0.0790412,0.00792,-0.0089,6.20435
-0.4,1.6,0.0798006,0.00784,-0.009,6.25716
-0.4,1.8,0.0817563,0.00779,-0.0091,6.27997
-0.4,2,0.0836955,0.00776,-0.0092,6.29394
-0.4,2.2,0.0843971,0.00774,-0.0093,6.31951
-0.4,2.4,0.0851766,0.00772,-0.0094,6.33337
-0.2,0.2,0.0942362,0.01092,-0.0046,6.37412
-0.2,0.4,0.0896957,0.00913,-0.0066,6.00554
-0.2,0.5,0.0890699,0.0088,-0.0072,5.99273
-0.2,0.6,0.090541,0.00857,-0.0076,6.00532
-0.2,0.8,0.0931451,0.00827,-0.0081,6.06215
-0.2,1,0.0960439,0.00808,-0.0084,6.12876
-0.2,1.2,0.0986971,0.00794,-0.0086,6.17331
-0.2,1.4,0.100731,0.00784,-0.0087,6.22296
-0.2,1.6,0.101668,0.00777,-0.0088,6.27188
-0.2,1.8,0.103695,0.00772,-0.0089,6.2898
-0.2,2,0.105675,0.00766,-0.009,6.29933
-0.2,2.2,0.106462,0.00761,-0.0091,6.323
-0.2,2.4,0.107287,0.00759,-0.0092,6.33516
0,0.2,0.116623,0.011,-0.0041,6.45244
0,0.4,0.110764,0.00913,-0.0061,6.06562
0,0.5,0.110086,0.00879,-0.0068,6.04872
0,0.6,0.111593,0.00855,-0.0073,6.05677
0,0.8,0.114377,0.00825,-0.0078,6.10271
0,1,0.117492,0.00804,-0.0082,6.16027
0,1.2,0.120288,0.0079,-0.0084,6.19735
0,1.4,0.122485,0.0078,-0.0085,6.24128
0,1.6,0.123586,0.00772,-0.0087,6.2862
0,1.8,0.125667,0.00764,-0.0088,6.2994
0,2,0.127673,0.00758,-0.0089,6.30469
0,2.2,0.12854,0.00754,-0.009,6.32649
0,2.4,0.129404,0.00748,-0.0091,6.33704
0.2,0.2,0.139279,0.0111,-0.0036,6.52794
0.2,0.4,0.132041,0.00913,-0.0055,6.12545
0.2,0.5,0.131298,0.00878,-0.0063,6.10454
0.2,0.6,0.132825,0.00854,-0.0069,6.10799
0.2,0.8,0.13575,0.00823,-0.0076,6.14293
0.2,1,0.13905,0.00802,-0.008,6.19131
0.2,1.2,0.141962,0.00787,-0.0082,6.22102
0.2,1.4,0.144303,0.00776,-0.0084,6.25918
0.2,1.6,0.145553,0.00767,-0.0085,6.30005
0.2,1.8,0.147673,0.00758,-0.0087,6.30873
0.2,2,0.14969,0.00752,-0.0088,6.31004
0.2,2.2,0.15063,0.00746,-0.0089,6.32999
0.2,2.4,0.151528,0.00742,-0.0089,6.33904
0.4,0.2,0.162193,0.01121,-0.0032,6.59982
0.4,0.4,0.153527,0.00915,-0.0049,6.18451
0.4,0.5,0.152703,0.00878,-0.0058,6.15972
0.4,0.6,0.154234,0.00853,-0.0064,6.15857
0.4,0.8,0.157262,0.00822,-0.0073,6.18251
0.4,1,0.160715,0.008,-0.0077,6.22167
0.4,1.2,0.163718,0.00785,-0.008,6.24414
0.4,1.4,0.166182,0.00772,-0.0082,6.27654
0.4,1.6,0.167568,0.00762,-0.0084,6.31336
0.4,1.8,0.16971,0.00754,-0.0085,6.31776
0.4,2,0.171725,0.00747,-0.0087,6.31536
0.4,2.2,0.172732,0.00741,-0.0088,6.33352
0.4,2.4,0.173659,0.00736,-0.0089,6.34118
0.6,0.2,0.18535,0.01133,-0.0028,6.66732
0.6,0.4,0.175216,0.00922,-0.0045,6.24229
0.6,0.5,0.174299,0.0088,-0.0053,6.21379
0.6,0.6,0.175819,0.00852,-0.006,6.20809
0.6,0.8,0.178911,0.0082,-0.007,6.22115
0.6,1,0.182485,0.00799,-0.0075,6.25112
0.6,1.2,0.185554,0.00783,-0.0079,6.26657
0.6,1.4,0.188121,0.0077,-0.0081,6.29329
0.6,1.6,0.189628,0.0076,-0.0083,6.32606
0.6,1.8,0.191778,0.0075,-0.0084,6.32645
0.6,2,0.19378,0.00743,-0.0086,6.32066
0.6,2.2,0.194846,0.00737,-0.0087,6.3371
0.6,2.4,0.195798,0.00731,-0.0088,6.3435
0.8,0.2,0.208734,0.01146,-0.0024,6.72974
0.8,0.4,0.197104,0.0093,-0.0042,6.2983
0.8,0.5,0.196082,0.00886,-0.005,6.26633
0.8,0.6,0.197573,0.00856,-0.0057,6.25617
0.8,0.8,0.200692,0.00818,-0.0066,6.25856
0.8,1,0.204355,0.00797,-0.0072,6.27948
0.8,1.2,0.207466,0.00781,-0.0077,6.28817
0.8,1.4,0.210117,0.00768,-0.0079,6.30932
0.8,1.6,0.211732,0.00756,-0.0082,6.33809
0.8,1.8,0.213877,0.00747,-0.0083,6.33479
0.8,2,0.215852,0.0074,-0.0085,6.32595
0.8,2.2,0.216973,0.00733,-0.0086,6.34073
0.8,2.4,0.217946,0.00726,-0.0087,6.34599
1,0.2,0.232325,0.01161,-0.0021,6.78643
1,0.4,0.219184,0.00938,-0.0039,6.35209
1,0.5,0.218044,0.00893,-0.0048,6.31694
1,0.6,0.219493,0.00862,-0.0054,6.30244
1,0.8,0.222602,0.0082,-0.0063,6.29449
1,1,0.226322,0.00793,-0.0069,6.30657
1,1.2,0.229452,0.00776,-0.0074,6.30882
1,1.4,0.232167,0.00763,-0.0078,6.32455
1,1.6,0.233876,0.00753,-0.008,6.34941
1,1.8,0.236017,0.007425,-0.0082,6.34255
1,2,0.237943,0.00736,-0.0084,6.33121
1,2.2,0.239113,0.00728,-0.0085,6.34442
1,2.4,0.240102,0.00723,-0.0087,6.34869
1.2,0.2,0.256104,0.01176,-0.002,6.83682
1.2,0.4,0.241447,0.00947,-0.0036,6.40323
1.2,0.5,0.24018,0.009,-0.0045,6.36523
1.2,0.6,0.24157,0.00869,-0.0052,6.34658
1.2,0.8,0.244692,0.00825,-0.00615,6.32774
1.2,1,0.248381,0.00796,-0.0068,6.33222
1.2,1.2,0.251509,0.00775,-0.0072,6.32841
1.2,1.4,0.254269,0.0076,-0.0075,6.33892
1.2,1.6,0.256058,0.00748,-0.0078,6.35997
1.2,1.8,0.258157,0.00738,-0.0081,6.35032
1.2,2,0.260052,0.00731,-0.0083,6.33644
1.2,2.2,0.261266,0.00725,-0.0084,6.34818
1.2,2.4,0.262268,0.00717,-0.0086,6.35159
1.4,0.2,0.280048,0.01193,-0.0019,6.8804
1.4,0.4,0.263883,0.00956,-0.0032,6.45133
1.4,0.5,0.262479,0.00908,-0.0042,6.41087
1.4,0.6,0.263797,0.00876,-0.005,6.38827
1.4,0.8,0.266782,0.0083,-0.006,6.361
1.4,1,0.270568,0.008005,-0.00665,6.35545
1.4,1.2,0.273632,0.00779,-0.0071,6.34684
1.4,1.4,0.27642,0.0076,-0.0075,6.35237
1.4,1.6,0.278276,0.00746,-0.0077,6.36974
1.4,1.8,0.280336,0.00734,-0.008,6.35747
1.4,2,0.28218,0.00726,-0.0081,6.34164
1.4,2.2,0.283432,0.00718,-0.0083,6.35201
1.4,2.4,0.284445,0.00712,-0.0085,6.35469
1.6,0.2,0.30413,0.0121,-0.0019,6.91673
1.6,0.4,0.286482,0.00966,-0.0029,6.49602
1.6,0.5,0.284933,0.00916,-0.0039,6.45353
1.6,0.6,0.286166,0.00881,-0.0047,6.42724
1.6,0.8,0.28904,0.00835,-0.0058,6.39117
1.6,1,0.292755,0.00805,-0.0065,6.37868
1.6,1.2,0.295817,0.00782,-0.0071,6.36403
1.6,1.4,0.298616,0.00764,-0.0074,6.36484
1.6,1.6,0.300526,0.00748,-0.0077,6.37869
1.6,1.8,0.30254,0.00737,-0.0079,6.36419
1.6,2,0.304325,0.00725,-0.0081,6.3468
1.6,2.2,0.305611,0.00716,-0.0083,6.3559
1.6,2.4,0.306632,0.00709,-0.0084,6.358
1.8,0.2,0.328327,0.01228,-0.0018,6.94543
1.8,0.4,0.30923,0.00977,-0.0026,6.53697
1.8,0.5,0.307529,0.00924,-0.0037,6.49293
1.8,0.6,0.308665,0.00888,-0.0045,6.46325
1.8,0.8,0.311445,0.008405,-0.00565,6.41785
1.8,1,0.315057,0.0081,-0.0064,6.39927
1.8,1.2,0.31806,0.00786,-0.007,6.37989
1.8,1.4,0.320854,0.00767,-0.0074,6.3763
1.8,1.6,0.32282,0.007515,-0.0077,6.38637
1.8,1.8,0.324766,0.00739,-0.0079,6.37048
1.8,2,0.326489,0.00728,-0.0081,6.35192
1.8,2.2,0.327804,0.00719,-0.0083,6.35984
1.8,2.4,0.328832,0.0071,-0.0085,6.36151
2,0.2,0.352609,0.01246,-0.0019,6.96622
2,0.4,0.332114,0.00987,-0.0023,6.57391
2,0.5,0.330258,0.00934,-0.0034,6.52882
2,0.6,0.331338,0.008955,-0.00425,6.4944
2,0.8,0.33385,0.00846,-0.0055,6.44453
2,1,0.337428,0.00813,-0.0063,6.41797
2,1.2,0.340355,0.00789,-0.0069,6.39439
2,1.4,0.34313,0.00771,-0.0073,6.38671
2,1.6,0.345113,0.00755,-0.0077,6.39405
2,1.8,0.347014,0.00743,-0.0079,6.37631
2,2,0.34867,0.00731,-0.0081,6.35697
2,2.2,0.350011,0.0072,-0.0083,6.36383
2,2.4,0.351044,0.00712,-0.0085,6.36519
2.2,0.2,0.37695,0.01266,-0.0023,6.97886
2.2,0.4,0.355119,0.00999,-0.002,6.60658
2.2,0.5,0.353105,0.00942,-0.0031,6.56098
2.2,0.6,0.354012,0.00903,-0.004,6.52555
2.2,0.8,0.356387,0.00853,-0.0053,6.46747
2.2,1,0.359888,0.00818,-0.0062,6.43373
2.2,1.2,0.362699,0.00793,-0.0068,6.40747
2.2,1.4,0.36544,0.00774,-0.0073,6.39604
2.2,1.6,0.367444,0.00758,-0.0076,6.40043
2.2,1.8,0.369281,0.00746,-0.0079,6.38169
2.2,2,0.370868,0.00733,-0.0082,6.36194
2.2,2.2,0.372232,0.00723,-0.0084,6.36786
2.2,2.4,0.37327,0.00715,-0.0085,6.36902
2.4,0.2,0.401321,0.01285,-0.0027,6.98322
2.4,0.4,0.378231,0.01012,-0.0017,6.63476
2.4,0.5,0.376057,0.00952,-0.0028,6.58924
2.4,0.6,0.376837,0.00912,-0.0038,6.55151
2.4,0.8,0.378999,0.00857,-0.0052,6.48779
2.4,1,0.382348,0.00823,-0.0061,6.44948
2.4,1.2,0.385086,0.00798,-0.0067,6.41909
2.4,1.4,0.387781,0.00777,-0.0072,6.40429
2.4,1.6,0.389796,0.00762,-0.0076,6.40595
2.4,1.8,0.391566,0.00747,-0.0079,6.38661
2.4,2,0.393084,0.00736,-0.0082,6.36681
2.4,2.2,0.394467,0.00727,-0.0084,6.37189
2.4,2.4,0.395509,0.00717,-0.0086,6.373
2.6,0.2,0.425693,0.01304,-0.0029,6.97922
2.6,0.4,0.401433,0.01024,-0.0015,6.65829
2.6,0.5,0.399102,0.00963,-0.0026,6.61345
2.6,0.6,0.399746,0.00919,-0.0035,6.57385
2.6,0.8,0.401677,0.00865,-0.005,6.5054
2.6,1,0.404884,0.00828,-0.0059,6.46221
2.6,1.2,0.407511,0.00801,-0.0066,6.42924
2.6,1.4,0.410149,0.00782,-0.0072,6.41145
2.6,1.6,0.412165,0.00764,-0.0076,6.4106
2.6,1.8,0.413867,0.0075,-0.0079,6.39105
2.6,2,0.415317,0.0074,-0.0082,6.37157
2.6,2.2,0.416716,0.00729,-0.0084,6.37591
2.6,2.4,0.417762,0.0072,-0.0086,6.37707
2.8,0.2,0.450036,0.01325,-0.0037,6.96684
2.8,0.4,0.424709,0.01038,-0.0013,6.67701
2.8,0.5,0.422223,0.00973,-0.0023,6.63348
2.8,0.6,0.422726,0.00929,-0.0033,6.59246
2.8,0.8,0.424412,0.0087,-0.0048,6.52028
2.8,1,0.427478,0.00833,-0.0058,6.47188
2.8,1.2,0.429969,0.00805,-0.0065,6.43791
2.8,1.4,0.43254,0.00785,-0.0071,6.41752
2.8,1.6,0.434549,0.00767,-0.0075,6.41438
2.8,1.8,0.436183,0.00755,-0.0079,6.39502
2.8,2,0.437566,0.00742,-0.0082,6.37619
2.8,2.2,0.438979,0.00731,-0.0084,6.37989
2.8,2.4,0.440029,0.00723,-0.0086,6.38121
3,0.2,0.474321,0.01346,-0.0043,6.94616
3,0.4,0.448042,0.01051,-0.0011,6.69084
3,0.5,0.445407,0.00984,-0.002,6.64927
3,0.6,0.445766,0.00937,-0.003,6.60731
3,0.8,0.447194,0.00877,-0.0046,6.5324
3,1,0.450071,0.00838,-0.0057,6.48155
3,1.2,0.452455,0.00811,-0.0064,6.4451
3,1.4,0.454951,0.00788,-0.007,6.4225
3,1.6,0.456945,0.00772,-0.0075,6.41732
3,1.8,0.458512,0.00757,-0.0079,6.3985
3,2,0.459831,0.00744,-0.0082,6.38064
3,2.2,0.461256,0.00734,-0.0084,6.3838
3,2.4,0.462311,0.00726,-0.0086,6.38536
3.2,0.2,0.49852,0.01366,-0.005,6.91731
3.2,0.4,0.471414,0.01065,-0.001,6.69971
3.2,0.5,0.468639,0.00996,-0.0018,6.66075
3.2,0.6,0.468866,0.00947,-0.0028,6.61645
3.2,0.8,0.470013,0.00885,-0.0044,6.54175
3.2,1,0.472708,0.00844,-0.0055,6.48816
3.2,1.2,0.474963,0.00814,-0.0063,6.45081
3.2,1.4,0.477377,0.00793,-0.007,6.4264
3.2,1.6,0.47935,0.00775,-0.0074,6.41941
3.2,1.8,0.480853,0.0076,-0.0078,6.40149
3.2,2,0.482111,0.00748,-0.0082,6.38489
3.2,2.2,0.483547,0.00739,-0.0084,6.38759
3.2,2.4,0.484607,0.00728,-0.0087,6.38949
3.4,0.2,0.522604,0.01387,-0.0062,6.88048
3.4,0.4,0.494809,0.01079,-0.0009,6.70359
3.4,0.5,0.491903,0.01008,-0.0016,6.66791
3.4,0.6,0.491966,0.00957,-0.0026,6.62558
3.4,0.8,0.492861,0.00891,-0.0042,6.54835
3.4,1,0.495365,0.0085,-0.0054,6.49278
3.4,1.2,0.497488,0.0082,-0.0062,6.45507
3.4,1.4,0.499814,0.00798,-0.0069,6.42924
3.4,1.6,0.50176,0.00778,-0.0074,6.42067
3.4,1.8,0.503202,0.00764,-0.0078,6.40398
3.4,2,0.504406,0.00753,-0.0081,6.3889
3.4,2.2,0.50585,0.00741,-0.0084,6.39123
3.4,2.4,0.506918,0.00731,-0.0087,6.39354
3.6,0.2,0.546545,0.01409,-0.0068,6.83592
3.6,0.4,0.518208,0.01096,-0.0011,6.70249
3.6,0.5,0.515185,0.01022,-0.0014,6.67076
3.6,0.6,0.515101,0.00968,-0.0023,6.62904
3.6,0.8,0.515726,0.00899,-0.004,6.55224
3.6,1,0.518034,0.00856,-0.0052,6.49544
3.6,1.2,0.520026,0.00826,-0.0061,6.45789
3.6,1.4,0.52226,0.00801,-0.0068,6.43105
3.6,1.6,0.524173,0.00783,-0.0073,6.42112
3.6,1.8,0.52556,0.00769,-0.0078,6.40597
3.6,2,0.526714,0.00755,-0.0081,6.39264
3.6,2.2,0.528166,0.00744,-0.0084,6.39468
3.6,2.4,0.529243,0.00735,-0.0087,6.39745
3.8,0.2,0.570319,0.01429,-0.0085,6.78395
3.8,0.4,0.541595,0.0111,-0.0012,6.69643
3.8,0.5,0.538469,0.01033,-0.0013,6.66933
3.8,0.6,0.538241,0.00981,-0.0021,6.62876
3.8,0.8,0.538601,0.0091,-0.0037,6.55346
3.8,1,0.540709,0.00862,-0.005,6.49618
3.8,1.2,0.542571,0.00831,-0.006,6.45931
3.8,1.4,0.54471,0.00806,-0.0067,6.43184
3.8,1.6,0.546587,0.00789,-0.0073,6.42078
3.8,1.8,0.547924,0.00773,-0.0077,6.40743
3.8,2,0.549034,0.00759,-0.0081,6.39606
3.8,2.2,0.550493,0.00748,-0.0084,6.39787
3.8,2.4,0.55158,0.00739,-0.0087,6.40116
4,0.2,0.593898,0.01451,-0.0094,6.72493
4,0.4,0.564953,0.01127,-0.0013,6.68549
4,0.5,0.56174,0.01047,-0.0013,6.66368
4,0.6,0.561374,0.00991,-0.0019,6.62481
4,0.8,0.561475,0.00917,-0.0035,6.55207
4,1,0.563384,0.00871,-0.0048,6.49507
4,1.2,0.565119,0.00836,-0.0059,6.45936
4,1.4,0.567162,0.00812,-0.0066,6.43163
4,1.6,0.568998,0.00793,-0.0072,6.41965
4,1.8,0.570292,0.00776,-0.0077,6.40836
4,2,0.571366,0.00763,-0.0081,6.39912
4,2.2,0.572831,0.00753,-0.0084,6.40075
4,2.4,0.573931,0.00743,-0.0087,6.40459
4.2,0.2,0.61726,0.01471,-0.011,6.65926
4.2,0.4,0.588263,0.01142,-0.0019,6.66977
4.2,0.5,0.584985,0.01062,-0.0014,6.6539
4.2,0.6,0.584487,0.01003,-0.0018,6.61728
4.2,0.8,0.58434,0.00926,-0.0033,6.54816
4.2,1,0.586051,0.00878,-0.0047,6.49217
4.2,1.2,0.587664,0.00843,-0.0057,6.45808
4.2,1.4,0.58961,0.00819,-0.0065,6.43046
4.2,1.6,0.591404,0.00797,-0.0071,6.41776
4.2,1.8,0.592662,0.00781,-0.0077,6.40874
4.2,2,0.593712,0.00768,-0.00805,6.40153
4.2,2.2,0.595178,0.00757,-0.0084,6.40327
4.2,2.4,0.596292,0.00746,-0.0087,6.40768
4.4,0.2,0.640381,0.01494,-0.0121,6.58739
4.4,0.4,0.611511,0.01158,-0.0022,6.64937
4.4,0.5,0.608189,0.01075,-0.0014,6.64009
4.4,0.6,0.607567,0.01018,-0.0016,6.60628
4.4,0.8,0.607187,0.00937,-0.0031,6.5418
4.4,1,0.608706,0.00885,-0.0045,6.48754
4.4,1.2,0.610203,0.00851,-0.0055,6.4555
4.4,1.4,0.612054,0.00823,-0.0064,6.42834
4.4,1.6,0.613801,0.00803,-0.0071,6.41512
4.4,1.8,0.615033,0.00788,-0.0076,6.40856
4.4,2,0.616059,0.00773,-0.008,6.40393
4.4,2.2,0.617533,0.00761,-0.0084,6.40536
4.4,2.4,0.618664,0.0075,-0.0087,6.41034
4.6,0.2,0.663242,0.01513,-0.0137,6.50982
4.6,0.4,0.634679,0.01178,-0.0028,6.62445
4.6,0.5,0.631337,0.01091,-0.0018,6.62237
4.6,0.6,0.630603,0.01029,-0.0017,6.59193
4.6,0.8,0.630008,0.00948,-0.0029,6.53309
4.6,1,0.631341,0.00894,-0.0043,6.48126
4.6,1.2,0.632731,0.00858,-0.0054,6.45168
4.6,1.4,0.634488,0.00829,-0.0063,6.42529
4.6,1.6,0.636182,0.008095,-0.00695,6.41137
4.6,1.8,0.637402,0.00792,-0.0075,6.40777
4.6,2,0.638416,0.00777,-0.008,6.40557
4.6,2.2,0.639895,0.00765,-0.0084,6.40695
4.6,2.4,0.641044,0.00756,-0.0087,6.41249
4.8,0.2,0.685822,0.01538,-0.0149,6.42705
4.8,0.4,0.657753,0.01192,-0.0034,6.59516
4.8,0.5,0.654417,0.01108,-0.002,6.60089
4.8,0.6,0.653584,0.01042,-0.0018,6.57436
4.8,0.8,0.652794,0.00958,-0.0028,6.52212
4.8,1,0.653951,0.00905,-0.0041,6.47339
4.8,1.2,0.655243,0.00865,-0.0052,6.44663
4.8,1.4,0.65691,0.00837,-0.0061,6.42135
4.8,1.6,0.658563,0.00816,-0.0068,6.40762
4.8,1.8,0.659767,0.00797,-0.0074,6.40637
4.8,2,0.660777,0.00783,-0.0079,6.40662
4.8,2.2,0.662262,0.00771,-0.0083,6.40796
4.8,2.4,0.663431,0.00761,-0.0087,6.41405
5,0.2,0.708106,0.01556,-0.0165,6.33962
5,0.4,0.680717,0.0121,-0.0042,6.56169
5,0.5,0.677416,0.01121,-0.0025,6.57579
5,0.6,0.676497,0.01057,-0.0018,6.55372
5,0.8,0.675538,0.00969,-0.0026,6.509
5,1,0.676532,0.00913,-0.0039,6.46402
5,1.2,0.677735,0.00873,-0.0051,6.44041
5,1.4,0.679316,0.00846,-0.006,6.41651
5,1.6,0.680922,0.00822,-0.0067,6.40277
5,1.8,0.682126,0.00803,-0.0073,6.4043
5,2,0.683141,0.00789,-0.0078,6.40699
5,2.2,0.684631,0.00777,-0.0083,6.40832
5,2.4,0.685822,0.00765,-0.0086,6.41493
5.2,0.2,0.730076,0.01578,-0.0179,6.24809
5.2,0.4,0.703558,0.0123,-0.0048,6.52422
5.2,0.5,0.700321,0.01137,-0.0031,6.54723
5.2,0.6,0.699334,0.01073,-0.0023,6.53014
5.2,0.8,0.698233,0.00982,-0.0025,6.49383
5.2,1,0.699077,0.00923,-0.0037,6.4532
5.2,1.2,0.700204,0.00883,-0.0049,6.43303
5.2,1.4,0.701704,0.00852,-0.0058,6.41079
5.2,1.6,0.703262,0.00828,-0.0066,6.39718
5.2,1.8,0.704476,0.0081,-0.0072,6.40154
5.2,2,0.705506,0.00796,-0.0077,6.40663
5.2,2.2,0.706999,0.00782,-0.0082,6.40794
5.2,2.4,0.708215,0.0077,-0.0086,6.41503
5.4,0.2,0.751721,0.01603,-0.0194,6.15304
5.4,0.4,0.726261,0.01246,-0.0059,6.48296
5.4,0.5,0.72312,0.01155,-0.0036,6.51539
5.4,0.6,0.722083,0.01086,-0.0025,6.50379
5.4,0.8,0.720871,0.00995,-0.0025,6.47671
5.4,1,0.721582,0.00933,-0.0035,6.44101
5.4,1.2,0.722645,0.00893,-0.0047,6.42454
5.4,1.4,0.724071,0.0086,-0.0057,6.40419
5.4,1.6,0.725581,0.00836,-0.0065,6.39084
5.4,1.8,0.726816,0.00818,-0.0071,6.39803
5.4,2,0.727867,0.00801,-0.0077,6.40545
5.4,2.2,0.729365,0.00787,-0.0081,6.40674
5.4,2.4,0.730607,0.00776,-0.0085,6.41426
5.6,0.2,0.773029,0.01622,-0.0209,6.05503
5.6,0.4,0.748813,0.01264,-0.0067,6.43812
5.6,0.5,0.745803,0.01171,-0.0043,6.48042
5.6,0.6,0.744736,0.01101,-0.0032,6.47481
5.6,0.8,0.743447,0.01006,-0.0026,6.45774
5.6,1,0.744042,0.00946,-0.0033,6.4275
5.6,1.2,0.745055,0.00901,-0.0045,6.41495
5.6,1.4,0.746413,0.00869,-0.0055,6.3967
5.6,1.6,0.747878,0.00846,-0.0063,6.38373
5.6,1.8,0.749142,0.00824,-0.007,6.39372
5.6,2,0.750223,0.00808,-0.0076,6.40336
5.6,2.2,0.751726,0.00794,-0.0081,6.40462
5.6,2.4,0.752994,0.00784,-0.0085,6.4125
5.8,0.2,0.793991,0.01642,-0.0199,5.95464
5.8,0.4,0.771203,0.01284,-0.008,6.38993
5.8,0.5,0.768359,0.01187,-0.0051,6.44252
5.8,0.6,0.767283,0.01117,-0.0035,6.44337
5.8,0.8,0.765953,0.01019,-0.0028,6.437
5.8,1,0.766453,0.00958,-0.0033,6.41271
5.8,1.2,0.767429,0.00911,-0.0043,6.40426
5.8,1.4,0.768727,0.0088,-0.0053,6.38833
5.8,1.6,0.770147,0.00853,-0.0062,6.37584
5.8,1.8,0.771452,0.00832,-0.0069,6.38856
5.8,2,0.77257,0.00815,-0.0075,6.40027
5.8,2.2,0.774077,0.00802,-0.008,6.4015
5.8,2.4,0.775373,0.0079,-0.0084,6.40967
6,0.2,0.814598,0.01665,-0.0186,5.85245
6,0.4,0.79342,0.01304,-0.0091,6.33859
6,0.5,0.790777,0.01204,-0.0059,6.40184
6,0.6,0.789716,0.01134,-0.0043,6.4096
6,0.8,0.788384,0.01034,-0.0031,6.41458
6,1,0.78881,0.00968,-0.0032,6.39669
6,1.2,0.789763,0.00923,-0.0041,6.39249
6,1.4,0.791011,0.0089,-0.0051,6.37903
6,1.6,0.792388,0.00862,-0.006,6.36711
6,1.8,0.793742,0.00841,-0.0067,6.38248
6,2,0.794904,0.00825,-0.0073,6.3961
6,2.2,0.796415,0.00809,-0.0079,6.39727
6,2.4,0.79774,0.00796,-0.0083,6.40565
6.2,0.2,0.834847,0.01682,-0.0174,5.749
6.2,0.4,0.815452,0.0132,-0.0101,6.28432
6.2,0.5,0.813049,0.01224,-0.007,6.35855
6.2,0.6,0.812028,0.01148,-0.0048,6.37364
6.2,0.8,0.810733,0.0105,-0.0033,6.39055
6.2,1,0.811109,0.00981,-0.0033,6.37946
6.2,1.2,0.812055,0.00936,-0.0039,6.37961
6.2,1.4,0.81326,0.00899,-0.0049,6.36879
6.2,1.6,0.814597,0.00871,-0.0058,6.35751
6.2,1.8,0.816009,0.00851,-0.0065,6.3754
6.2,2,0.817222,0.00832,-0.0072,6.39074
6.2,2.2,0.818737,0.00816,-0.0078,6.39182
6.2,2.4,0.820091,0.00803,-0.0082,6.40033
6.4,0.2,0.854733,0.01702,-0.0162,5.64482
6.4,0.4,0.837289,0.01339,-0.0114,6.22735
6.4,0.5,0.835165,0.01241,-0.008,6.31282
6.4,0.6,0.83421,0.01165,-0.0058,6.33563
6.4,0.8,0.832996,0.01063,-0.0039,6.36497
6.4,1,0.833346,0.00995,-0.0035,6.36104
6.4,1.2,0.8343,0.00946,-0.0039,6.36562
6.4,1.4,0.835472,0.00909,-0.0047,6.35754
6.4,1.6,0.836771,0.00882,-0.0056,6.34698
6.4,1.8,0.838249,0.0086,-0.0064,6.36723
6.4,2,0.839518,0.0084,-0.0071,6.38408
6.4,2.2,0.841037,0.00824,-0.0076,6.38505
6.4,2.4,0.842421,0.00812,-0.0081,6.3936
6.6,0.2,0.874255,0.01724,-0.015,5.54044
6.6,0.4,0.858924,0.01361,-0.0124,6.16786
6.6,0.5,0.857118,0.01257,-0.009,6.26479
6.6,0.6,0.856257,0.01184,-0.0068,6.29569
6.6,0.8,0.855167,0.01077,-0.0044,6.33788
6.6,1,0.855516,0.0101,-0.0036,6.34142
6.6,1.2,0.856494,0.00958,-0.0039,6.35047
6.6,1.4,0.857643,0.00921,-0.0045,6.34525
6.6,1.6,0.858906,0.00893,-0.0054,6.33546
